,,,,,,,
315.0,93.73,35.0,15.75,20.0,5.0,55.0,30.0
314.2857142857143,93.73,35.0,15.75,20.0,5.0,57.14285714285715,30.0
313.5714285714286,93.73,35.0,15.75,20.0,5.0,59.28571428571428,30.0
312.8571428571428,93.73,35.0,15.75,20.0,5.0,61.42857142857143,30.0
312.1428571428572,93.73,35.0,15.75,20.0,5.0,63.57142857142857,30.0
311.4285714285714,93.73,35.0,15.75,20.0,5.0,65.71428571428571,30.0
310.7142857142857,93.73,35.0,15.75,20.0,5.0,67.85714285714286,30.0
310.0,93.73,35.0,15.75,20.0,5.0,70.0,30.0
310.0,93.26375,35.0,15.75,20.0,5.0,70.0,29.5
310.0,92.7975,35.0,15.75,20.0,5.0,70.0,29.0
310.0,92.33125,35.0,15.75,20.0,5.0,70.0,28.5
310.0,91.86500000000001,35.0,15.75,20.0,5.0,70.0,28.0
310.0,91.39875,35.0,15.75,20.0,5.0,70.0,27.5
310.0,90.9325,35.0,15.75,20.0,5.0,70.0,27.0
310.0,90.46625,35.0,15.75,20.0,5.0,70.0,26.5
310.0,90.0,35.0,15.75,20.0,5.0,70.0,26.0
308.5714285714286,90.0,35.0,15.54,20.0,5.0,70.0,26.0
307.1428571428572,90.0,35.0,15.33,20.0,5.0,70.0,26.0
305.7142857142857,90.0,35.0,15.12,20.0,5.0,70.0,26.0
304.2857142857143,90.0,35.0,14.91,20.0,5.0,70.0,26.0
302.8571428571428,90.0,35.0,14.7,20.0,5.0,70.0,26.0
301.4285714285714,90.0,35.0,14.49,20.0,5.0,70.0,26.0
300.0,90.0,35.0,14.28,20.0,5.0,70.0,26.0
299.2857142857143,90.0,35.0,14.28,20.0,5.0,70.71428571428571,26.0
298.5714285714286,90.0,35.0,14.28,20.0,5.0,71.42857142857143,26.0
297.8571428571428,90.0,35.0,14.28,20.0,5.0,72.14285714285714,26.0
297.1428571428572,90.0,35.0,14.28,20.0,5.0,72.85714285714286,26.0
296.4285714285714,90.0,35.0,14.28,20.0,5.0,73.57142857142857,26.0
295.7142857142857,90.0,35.0,14.28,20.0,5.0,74.28571428571429,26.0
295.0,90.0,35.0,14.28,20.0,5.0,75.0,26.0
292.1428571428572,89.0,35.0,14.28,20.71428571428572,8.571428571428571,75.0,26.0
289.2857142857143,88.0,35.0,14.28,21.42857142857143,12.14285714285714,75.0,26.0
286.4285714285714,87.0,35.0,14.28,22.14285714285714,15.71428571428572,75.0,26.0
283.5714285714286,86.0,35.0,14.28,22.85714285714286,19.28571428571428,75.0,26.0
280.7142857142857,85.0,35.0,14.28,23.57142857142857,22.85714285714286,75.0,26.0
277.8571428571428,84.0,35.0,14.28,24.28571428571428,26.42857142857143,75.0,26.0
275.0,83.0,35.0,14.28,25.0,30.0,75.0,26.0
274.2857142857143,83.71428571428571,35.0,14.24,25.57142857142857,30.8,75.0,26.0
273.5714285714286,84.42857142857143,35.0,14.2,26.14285714285714,31.6,75.0,26.0
272.8571428571428,85.14285714285714,35.0,14.16,26.71428571428572,32.4,75.0,26.0
272.1428571428572,85.85714285714286,35.0,14.12,27.28571428571428,33.2,75.0,26.0
271.4285714285714,86.57142857142857,35.0,14.08,27.85714285714286,34.0,75.0,26.0
270.7142857142857,87.28571428571429,35.0,14.04,28.42857142857143,34.8,75.0,26.0
270.0,88.0,35.0,14.0,29.0,35.6,75.0,26.0
270.4285714285714,87.71428571428571,35.0,14.0,29.14285714285714,35.37142857142857,75.42857142857143,26.0
270.8571428571428,87.42857142857143,35.0,14.0,29.28571428571428,35.14285714285715,75.85714285714286,26.0
271.2857142857143,87.14285714285714,35.0,14.0,29.42857142857143,34.91428571428572,76.28571428571429,26.0
271.7142857142857,86.85714285714286,35.0,14.0,29.57142857142857,34.68571428571428,76.71428571428571,26.0
