,,,,,,
93.73,35.0,15.75,20.0,5.0,55.0,30.0
93.73,35.0,15.75,20.0,5.0,57.14285714285715,30.0
93.73,35.0,15.75,20.0,5.0,59.28571428571428,30.0
93.73,35.0,15.75,20.0,5.0,61.42857142857143,30.0
93.73,35.0,15.75,20.0,5.0,63.57142857142857,30.0
93.73,35.0,15.75,20.0,5.0,65.71428571428571,30.0
93.73,35.0,15.75,20.0,5.0,67.85714285714286,30.0
93.73,35.0,15.75,20.0,5.0,70.0,30.0
93.26375,35.0,15.75,20.0,5.0,70.0,29.5
92.7975,35.0,15.75,20.0,5.0,70.0,29.0
92.33125,35.0,15.75,20.0,5.0,70.0,28.5
91.86500000000001,35.0,15.75,20.0,5.0,70.0,28.0
91.39875,35.0,15.75,20.0,5.0,70.0,27.5
90.9325,35.0,15.75,20.0,5.0,70.0,27.0
90.46625,35.0,15.75,20.0,5.0,70.0,26.5
90.0,35.0,15.75,20.0,5.0,70.0,26.0
90.0,35.0,15.54,20.0,5.0,70.0,26.0
90.0,35.0,15.33,20.0,5.0,70.0,26.0
90.0,35.0,15.12,20.0,5.0,70.0,26.0
90.0,35.0,14.91,20.0,5.0,70.0,26.0
90.0,35.0,14.7,20.0,5.0,70.0,26.0
90.0,35.0,14.49,20.0,5.0,70.0,26.0
90.0,35.0,14.28,20.0,5.0,70.0,26.0
90.0,35.0,14.28,20.0,5.0,70.71428571428571,26.0
90.0,35.0,14.28,20.0,5.0,71.42857142857143,26.0
90.0,35.0,14.28,20.0,5.0,72.14285714285714,26.0
90.0,35.0,14.28,20.0,5.0,72.85714285714286,26.0
90.0,35.0,14.28,20.0,5.0,73.57142857142857,26.0
90.0,35.0,14.28,20.0,5.0,74.28571428571429,26.0
90.0,35.0,14.28,20.0,5.0,75.0,26.0
89.0,35.0,14.28,20.71428571428572,8.571428571428571,75.0,26.0
88.0,35.0,14.28,21.42857142857143,12.14285714285714,75.0,26.0
87.0,35.0,14.28,22.14285714285714,15.71428571428572,75.0,26.0
86.0,35.0,14.28,22.85714285714286,19.28571428571428,75.0,26.0
85.0,35.0,14.28,23.57142857142857,22.85714285714286,75.0,26.0
84.0,35.0,14.28,24.28571428571428,26.42857142857143,75.0,26.0
83.0,35.0,14.28,25.0,30.0,75.0,26.0
83.71428571428571,35.0,14.24,25.57142857142857,30.8,75.0,26.0
84.42857142857143,35.0,14.2,26.14285714285714,31.6,75.0,26.0
85.14285714285714,35.0,14.16,26.71428571428572,32.4,75.0,26.0
85.85714285714286,35.0,14.12,27.28571428571428,33.2,75.0,26.0
86.57142857142857,35.0,14.08,27.85714285714286,34.0,75.0,26.0
87.28571428571429,35.0,14.04,28.42857142857143,34.8,75.0,26.0
88.0,35.0,14.0,29.0,35.6,75.0,26.0
87.71428571428571,35.0,14.0,29.14285714285714,35.37142857142857,75.42857142857143,26.0
87.42857142857143,35.0,14.0,29.28571428571428,35.14285714285715,75.85714285714286,26.0
87.14285714285714,35.0,14.0,29.42857142857143,34.91428571428572,76.28571428571429,26.0
86.85714285714286,35.0,14.0,29.57142857142857,34.68571428571428,76.71428571428571,26.0
86.57142857142857,35.0,14.0,29.71428571428572,34.45714285714286,77.14285714285714,26.0
86.28571428571429,35.0,14.0,29.85714285714286,34.22857142857143,77.57142857142857,26.0
86.0,35.0,14.0,30.0,34.0,78.0,26.0
91.0,34.85714285714285,14.01428571428571,30.71428571428572,34.14285714285715,77.57142857142857,26.0
96.0,34.71428571428572,14.02857142857143,31.42857142857143,34.28571428571428,77.14285714285714,26.0
101.0,34.57142857142857,14.04285714285714,32.14285714285715,34.42857142857143,76.71428571428571,26.0
106.0,34.42857142857143,14.05714285714286,32.85714285714285,34.57142857142857,76.28571428571429,26.0
111.0,34.28571428571428,14.07142857142857,33.57142857142857,34.71428571428572,75.85714285714286,26.0
116.0,34.14285714285715,14.08571428571429,34.28571428571428,34.85714285714285,75.42857142857143,26.0
121.0,34.0,14.1,35.0,35.0,75.0,26.0
120.5714285714286,34.0,14.08571428571429,34.81428571428572,37.14285714285715,75.14285714285714,26.0
120.1428571428571,34.0,14.07142857142857,34.62857142857143,39.28571428571428,75.28571428571429,26.0
119.7142857142857,34.0,14.05714285714286,34.44285714285714,41.42857142857143,75.42857142857143,26.0
119.2857142857143,34.0,14.04285714285714,34.25714285714286,43.57142857142857,75.57142857142857,26.0
118.8571428571429,34.0,14.02857142857143,34.07142857142858,45.71428571428572,75.71428571428571,26.0
118.4285714285714,34.0,14.01428571428571,33.88571428571429,47.85714285714286,75.85714285714286,26.0
118.0,34.0,14.0,33.7,50.0,76.0,26.0
114.4285714285714,34.14285714285715,14.07142857142857,33.74285714285715,50.0,76.28571428571429,26.0
110.8571428571429,34.28571428571428,14.14285714285714,33.78571428571428,50.0,76.57142857142857,26.0
107.2857142857143,34.42857142857143,14.21428571428571,33.82857142857143,50.0,76.85714285714286,26.0
103.7142857142857,34.57142857142857,14.28571428571429,33.87142857142857,50.0,77.14285714285714,26.0
100.1428571428571,34.71428571428572,14.35714285714286,33.91428571428572,50.0,77.42857142857143,26.0
96.57142857142857,34.85714285714285,14.42857142857143,33.95714285714286,50.0,77.71428571428571,26.0
93.0,35.0,14.5,34.0,50.0,78.0,26.0
92.28571428571429,33.71428571428572,14.47142857142857,34.14285714285715,48.28571428571428,75.42857142857143,25.68571428571429
91.57142857142857,32.42857142857143,14.44285714285714,34.28571428571428,46.57142857142857,72.85714285714286,25.37142857142857
